date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,,
11/9/2020,"Those who have known President-elect Joseph R. Biden Jr. for decades say they expect him to move carefully, providing reassurance with a few big symbolic acts.",WASHINGTON — President-elect Joseph R. Biden Jr. makes no secret of the speed with which he plans to bury “America First” as a guiding principle of the nation’s foreign policy.,"Those who have known President-elect Joseph R. Biden Jr. for decades say they expect him to move carefully, providing reassurance with a few big symbolic acts.",U.S.,Politics,Washington,By David E. Sanger,The End of ‘America First’: How Biden Says He Will Re-engage With the World,Looking to End ‘America First’ And Re-engage With the World,NA,News,https://www.nytimes.com/2020/11/09/us/politics/biden-foreign-policy.html,,,
11/3/2020,"With the Americans scheduled to leave Afghanistan under a deal with the Taliban, the carnage at Kabul University seemed to erase the nation’s hope.","KABUL, Afghanistan — It was an unusually pleasant fall day, and the two Kabul University students joked that they could afford to be a bit late to class to catch some sun.","With the Americans scheduled to leave Afghanistan under a deal with the Taliban, the carnage at Kabul University seemed to erase the nation’s hope.",World,Asia Pacific,Foreign,By Thomas Gibbons-Neff and Fatima Faizi,Deadly School Assault Catapults Kabul into Even More Despair,"Assault on University Students Targets Afghanistan’s Future, Erasing Hopes",NA,News,https://www.nytimes.com/2020/11/03/world/asia/Kabul-University-attack-victims.html,,,
10/31/2020,"Its name was Observation Post Rock. The outpost is the backdrop for a ghost story, and is known for strange voices, radio static and the creeping fear of being watched.","KABUL, Afghanistan — It seemed the perfect vantage point for the Marines: a 30-foot-high dirt pile overlooking the low-lying poppy fields of Helmand Province. What they could not explain were the strange lights at night, the whispers in the darkness, the mysterious radio static, the sudden chill in a summer breeze and the recurring whiff of corpses.","Its name was Observation Post Rock. The outpost is the backdrop for a ghost story, and is known for strange voices, radio static and the creeping fear of being watched.",World,Asia Pacific,Foreign,By Thomas Gibbons-Neff and Taimoor Shah,An Ancient Hill and Forgotten Dead: Afghanistan’s Haunted Outpost,‘It Makes My Hair Stand Up’: A Vacated Afghan Post Haunts Marines,NA,News,https://www.nytimes.com/2020/10/31/world/asia/afghanistan-haunted-outpost.html,,,
11/2/2020,The siege lasted six hours as Afghan forces and U.S. commandos hunted and killed three gunmen. An Afghan branch of the Islamic State was reported to have claimed responsibility.,"KABUL, Afghanistan — Three gunmen laid siege to Afghanistan’s largest university on Monday, taking hostages, killing at least 19 people and wounding more than a dozen, officials said. It was the second deadly assault with mass casualties on an education center in the capital in just over a week.",The siege lasted six hours as Afghan forces and U.S. commandos hunted and killed three gunmen. An Afghan branch of the Islamic State was reported to have claimed responsibility.,World,Asia Pacific,Foreign,By Thomas Gibbons-Neff and Fatima Faizi,"Gunmen Storm Kabul University, Killing at Least 19",Gunmen Kill at Least 19 at University in the Afghan Capital,NA,News,https://www.nytimes.com/2020/11/02/world/asia/kabul-university-attack.html,,,
10/27/2020,Sometimes money is the only form of justice for those who lost loved ones in Afghanistan’s unending war.,"KABUL, Afghanistan — The son’s grief was unbearable enough after his parents and three relatives were killed in an airstrike that errantly hit their car near the family farm.",Sometimes money is the only form of justice for those who lost loved ones in Afghanistan’s unending war.,World,Asia Pacific,Foreign,By Thomas Gibbons-Neff and Najim Rahim,How an Afghan Political Crisis Derailed Payments to War Victims,Afghan Political Crisis Derails Thousands in Payments to War Victims,NA,News,https://www.nytimes.com/2020/10/27/world/asia/afghanistan-war-victims-compensation.html,,,
11/1/2020,"The strike targeted the governor’s compound in Kunduz, a province that has seen heavy fighting despite peace talks between Taliban and Afghan government negotiators.","KABUL, Afghanistan — A Taliban attack, most likely carried out by a drone, killed at least four security officers in northern Afghanistan on Sunday, according to senior and local Afghan officials, representing what could be the group’s first publicly known use of the method in the 19-year war.","The strike targeted the governor’s compound in Kunduz, a province that has seen heavy fighting despite peace talks between Taliban and Afghan government negotiators.",World,Asia Pacific,Foreign,By Najim Rahim and Thomas Gibbons-Neff,"Deadly Taliban Attack Probably Used Drone, a Worrisome Shift",NA,NA,News,https://www.nytimes.com/2020/11/01/world/asia/taliban-drone-afghanistan.html,,,
10/27/2020,"American drones and U.S. allies killed several Qaeda leaders and operatives in the past week. But the organization has “ingrained itself in local communities and conflicts,” according to the U.N.",WASHINGTON — Last week was a bad week for Al Qaeda around the world.,"American drones and U.S. allies killed several Qaeda leaders and operatives in the past week. But the organization has “ingrained itself in local communities and conflicts,” according to the U.N.",World,Middle East,Washington,By Eric Schmitt,Al Qaeda Feels Losses in Syria and Afghanistan but Stays Resilient,"Al Qaeda Suffers Losses to Leadership, Yet Remains Resilient",NA,News,https://www.nytimes.com/2020/10/27/world/middleeast/al-qaeda-afghanistan-syria-somalia.html,,,
10/24/2020,"At least 24 people were killed and 57 wounded in latest attack, which happened as peace talks are at an impasse and as violence rises across Afghanistan.","KABUL, Afghanistan — A deadly explosion struck a tutoring center in Kabul on Saturday, puncturing a relatively peaceful period in the Afghan capital even as violence has spiraled upward in the countryside.","At least 24 people were killed and 57 wounded in latest attack, which happened as peace talks are at an impasse and as violence rises across Afghanistan.",World,Asia Pacific,Foreign,By Mujib Mashal and Najim Rahim,Deadly Explosion Hits Kabul Tutoring Center,Suicide Attack At Tutor Center Kills at Least 18 In Afghanistan,NA,News,https://www.nytimes.com/2020/10/24/world/asia/kabul-afghanistan-bombing-school.html,,,
10/21/2020,"At least 12 people died as thousands crowded a soccer stadium. Many were seeking medical care in Pakistan, which recently eased its pandemic border restrictions.","JALALABAD, Afghanistan — A stampede in a crowded stadium in eastern Afghanistan on Wednesday left at least 12 women dead, officials said. The women were among thousands of people hoping to get visas to enter Pakistan for medical treatment.","At least 12 people died as thousands crowded a soccer stadium. Many were seeking medical care in Pakistan, which recently eased its pandemic border restrictions.",World,Asia Pacific,Foreign,By Zabihullah Ghazi and Fahim Abed,Demand for Pakistan Visas Sets Off Deadly Stampede in Afghanistan,Afghan Women Killed In Stampede for Visas  To Travel to Pakistan,NA,News,https://www.nytimes.com/2020/10/21/world/asia/afghanistan-stampede-visas-pakistan.html,,,
10/28/2020,A former Taliban commander was arrested in the November 2008 kidnapping of Mr. Rohde and two others in Afghanistan. He was brought to the United States to face charges.,"Twelve years after a New York Times journalist and two others were taken hostage at gunpoint in Afghanistan and held for more than seven months, an Afghan man has been arrested and charged in the kidnapping, federal authorities said on Wednesday.",A former Taliban commander was arrested in the November 2008 kidnapping of Mr. Rohde and two others in Afghanistan. He was brought to the United States to face charges.,World,Asia Pacific,Foreign,By Benjamin Weiser,"After 12 Years, Arrest Made in Abduction of Former Times Journalist David Rohde",Taliban Leader Faces Charges In Abduction Of Journalist,NA,News,https://www.nytimes.com/2020/10/28/world/asia/rohde-afghanistan-kidnap-arrest.html,,,
10/22/2020,"The cleric’s supporters in Herat are enforcing harsh Shariah law reminiscent of the Taliban’s. Women are alarmed, and the government has been able to do little.","HERAT, Afghanistan — In one of the oldest districts of the ancient city of Herat, religious vigilantes loyal to a local cleric patrol the streets, routinely detaining and interrogating couples they suspect are unmarried.","The cleric’s supporters in Herat are enforcing harsh Shariah law reminiscent of the Taliban’s. Women are alarmed, and the government has been able to do little.",World,Asia Pacific,Foreign,"By David Zucchino, Najim Rahim and Jim Huylebroek",A Radical Cleric Ignites an Islamist Resistance in Afghanistan,"Extremist Cleric Is a Reminder of Taliban Rule, and Perhaps a Preview",NA,News,https://www.nytimes.com/2020/10/22/world/asia/afghanistan-cleric-shariah.html,,,
10/16/2020,"Rahmatullah Andar once fought the government and then turned against the Taliban. Now he is a prominent spokesman, and his story is an example of the long war’s many plot twists.","KABUL — Rahmatullah Andar was once a feared Taliban commander, locked in bloody skirmishes against American and Afghan government troops in the rugged landscape of eastern Afghanistan.","Rahmatullah Andar once fought the government and then turned against the Taliban. Now he is a prominent spokesman, and his story is an example of the long war’s many plot twists.",World,Middle East,Foreign,By David Zucchino and Najim Rahim,This Ex-Taliban Commander Is Now the Face of Afghan Security,How a Former Taliban Commander Became the Face of Afghan Security,NA,News,https://www.nytimes.com/2020/10/16/world/middleeast/afghanistan-taliban-rahmatullah-andar.html,,,
