doc.id,headline.main,date,section.name
1306,"Leaning on Journalists and Targeting Sources, for 50 Years",6/9/2021,U.S.
1307,Lithuania Welcomes Belarusians as It Rebuffs Middle Easterners,11/24/2021,World
1308,Where Afghanistan’s New Taliban Leaders Went to School,11/25/2021,World
1309,Washington’s Daily Secret Machine,6/9/2021,U.S.
1310,"The Secrets and Lies of the Vietnam War, Exposed in One Epic Document",6/9/2021,U.S.
1311,The Photographs of 9/11,9/11/2021,U.S.
1312,Afghan Economy Nears Collapse as Pressure Builds to Ease U.S. Sanctions,11/27/2021,World
1313,They Twice Gave Up Everything to Flee Iraq. They Keep Getting Sent Back.,11/27/2021,World
1314,"John Bolton’s Account Upends Trump’s Denials, but Will It Upend Trump?",1/27/2020,U.S.
1315,"Trifecta of Roles for Leahy: Witness, Juror and Judge in Trump’s Trial",2/9/2021,U.S.
1316,"Dozens of Former Afghan Security Forces Dead or Missing Under Taliban, Report Says",11/30/2021,World
1317,"For Some, Afghanistan Outcome Affirms a Warning: Beware the Blob",9/16/2021,U.S.
1318,"Amid a Rising Death Toll, Trump Leaves the Grieving to Others",4/30/2020,U.S.
1319,Seizing the Presidency to Suit His Own Needs,6/18/2020,U.S.
1320,"Citing Covid-19, Climate and Wars, U.N. Asks Donors for Big Jump in Funding",12/2/2021,World
1321,Bounties Uproar Casts a Shadow Over a Rare Trump Foreign Policy Achievement,7/2/2020,U.S.
1322,Trump v. Putin: A Vaccine Manhood Contest,8/11/2020,U.S.
1323,Joe Biden Is Succeeding,11/19/2021,Opinion
1324,"In Afghanistan, ‘Who Has the Guns Gets the Land’",12/3/2021,World
1325,"Facing Economic Collapse, Afghanistan Is Gripped by Starvation",12/4/2021,World
1326,"Inside the U.S. Military Base Where 11,000 Afghans Are Starting Over",12/4/2021,New York
1327,A Pope’s Plea: Don’t Accept Death ‘on the Fringes’,12/5/2021,World
1328,"India and Russia Expand Defense Ties, Despite Prospect of U.S. Sanctions",12/6/2021,World
1329,"Mandela, Gorbachev, Trump? A Disruptive President Plays Peacemaker",9/12/2020,U.S.
1330,"On Ukrainian Front, Grinding War and Weary Anticipation of Invasion",12/6/2021,World
1331,"For Biden, Deliberation and Caution, Maybe Overcaution, on the World Stage",3/5/2021,U.S.
1332,"On the Banks of the Furious Congo River, a 5-Star Emporium of Ambition",12/7/2021,World
1333,"Ally, Member or Partner? NATO’s Long Dilemma Over Ukraine.",12/8/2021,World
1334,"U.S. Announces End to Combat Mission in Iraq, but Troops Will Not Leave",12/9/2021,World
1335,"As Muratov Accepts Nobel, Legacy of His Russian Predecessors Recedes",12/9/2021,World
1336,Inside the Fall of Kabul,12/10/2021,Magazine
1337,U.K. Court Rules Julian Assange Can Be Extradited to U.S.,12/10/2021,World
1338,‘European Sovereignty’ on the Menu as Macron and Scholz Meet for Lunch,12/10/2021,World
1339,Voters Chose Boring Over Bombast. They Got Biden’s Penchant for Pontificating.,7/11/2021,U.S.
1340,Americans Demand a Rethinking of the ‘Forever War’,2/3/2020,U.S.
1341,Trump’s New Russia Problem: Unread Intelligence and Missing Strategy,7/1/2020,U.S.
1342,A Striking Reversal: Trump’s Attacks on the Military and Defense Contractors,9/9/2020,U.S.
1343,"With Afghan Decision, Biden Seeks to Focus U.S. on New Challenges",4/13/2021,U.S.
1344,"With Putin, Biden Tries to Forge a Bond of Self-Interest, Not Souls",6/17/2021,U.S.
1345,Afghanistan’s National Museum Begins Life Under the Taliban,12/17/2021,Arts
1346,Biden Sends Dueling Messages on Afghanistan,7/2/2021,U.S.
1347,Killer Robots Aren’t Science Fiction. A Push to Ban Them Is Growing.,12/17/2021,World
1348,Russia Lays Out Demands for a Sweeping New Security Deal With NATO,12/17/2021,World
1349,"Once a Symbol of U.S. Strength, an Afghan District Now Faces Dire Times",12/18/2021,World
1350,U.S. Airstrikes in Afghanistan Could Be a Sign of What Comes Next,8/3/2021,U.S.
1351,Taliban Sweep in Afghanistan Follows Years of U.S. Miscalculations,8/14/2021,U.S.
1352,"For Biden, Images of Defeat He Wanted to Avoid",8/15/2021,U.S.
1353,The Human Toll of America’s Air Wars,12/20/2021,Magazine
1354,Foreign Drones Tip the Balance in Ethiopia’s Civil War,12/20/2021,World
1355,"At an Abandoned American Base, a Notorious Prison Lies Empty",12/21/2021,World
1356,Trump’s Deal With the Taliban Draws Fire From His Former Allies,8/19/2021,U.S.
1357,Would You Sponsor an Afghan Refugee?,12/19/2021,Opinion
1358,Biden Ran on Competence and Empathy. Afghanistan Is Testing That.,8/21/2021,U.S.
1359,Biden Declared the War Over. But Wars Go On.,9/22/2021,U.S.
1360,5 Desperate Days: Escaping Kabul,12/23/2021,World
1361,"In Biden’s Foreign Policy, Friends and Foes Claim Echoes of Trump",9/23/2021,U.S.
1362,Biden’s Stand on Ukraine Is a Wider Test of U.S. Credibility Abroad,12/17/2021,U.S.
1363,An Afghan Official Laments What Was Lost and Looks to What Lies Ahead,12/24/2021,World
1364,"Worldly, Charming, and Quietly Equipping a Brutal Military",12/24/2021,World
1365,"As Covid Disrupts a 2nd Christmas, Pope Prays for Healing and Peace",12/25/2021,World
1366,"After Chaotic Evacuation, Afghans in the Netherlands Struggle to Find Stability",12/26/2021,World
1367,"Training Civilians, Ukraine Nurtures a Resistance in Waiting",12/26/2021,World
1368,Biden Campaigned as the Anti-Trump. But a Clean Break Is Never Easy.,9/30/2021,U.S.
1369,"Born and Raised in Pakistan, but Living in Legal Limbo",12/28/2021,World
1370,"11 Years After Trying to Kill Each Other, a Marine and a Talib Meet Again",12/29/2021,World
1371,Former Afghan President Says He Fled Nation to ‘Save Kabul’,12/30/2021,World
