doc.id,text,date,section.name,news.desk,byline,headline.main,headline.print,material,,,
85,"EXPEDITION WITH STEVE BACKSHALL 10 p.m. on PBS (check local listings). “I think it’s really important that we’re rational today,” Steve Backshall says in the first episode of this adventure series. Moments later, Backshall and his team begin a rock climbing descent down a large canyon, one he describes as “four times the height of London’s Big Ben.” Few viewers, thankfully, are likely to tune to this British show to see perfectly rational behavior: “Expedition” follows Backshall, an adventurer known for hosting the BBC Show “Deadly 60,” as he ventures across various rugged frontiers, from flooded caves in Mexico to white water rapids in Bhutan. This first episode finds him in Oman. And that descent he compares to Big Ben? It’s just the prelude to an even more intense climb.",1/15/2020,Arts,Culture,By Gabe Cohn,What’s on TV Wednesday: An Adventure Series and ‘68 Whiskey’,What’s On Wednesday,News,,,
86,"What is Australian food? It’s a question that sends me into fits of frustrated rage, as if there could be one simple explanation, one way to distill the taste and creativity and history of a country as large and diverse as Australia. But it is also the line of inquiry that has been the foundation of my assignment for the past two years, as critic and columnist for The New York Times in Australia: to explore and explain the food and restaurants for a global readership.",1/15/2020,Food,Dining,By Besha Rodell,Looking Toward a New Era of Australian Cuisine,Australian Cuisine For a New Time,News,,,
87,"At the end of Operation Desert Storm in early 1991, the United States Army was extolling the performance of America’s new and technically advanced weapons. Making their combat debuts were the Patriot missile, the Bradley Fighting Vehicle, the Abrams tank and a somewhat curious looking truck that looked like a cross between a tank and a shipping container: the M270 Multiple Launch Rocket System, or M.L.R.S., with the chassis and treads of a Bradley and two packs of six rockets on its back.",1/15/2020,Magazine,Magazine,By John Ismay,"A Myth That Won’t Die About a Gulf War Weapon, and Why It Matters",NA,News,,,
88,"Iran’s Qassim Suleimani was an engine of mayhem in the Middle East. His business model was to go to Syria, Lebanon, Yemen and Iraq and recruit Arab Shiites to kill Arab Sunnis (and Americans and Israelis) and to create pro-Iranian statelets inside Iran’s Arab neighbors to weaken them from the inside. I followed this man closely. No one should mourn his passing.",1/15/2020,Opinion,OpEd,By Thomas L. Friedman,Trump’s Code of Dishonor,Trump’s Code Of Dishonor,Op-Ed,,,
89,"Iran’s Qassim Suleimani was an engine of mayhem in the Middle East. His business model was to go to Syria, Lebanon, Yemen and Iraq and recruit Arab Shiites to kill Arab Sunnis (and Americans and Israelis) and to create pro-Iranian statelets inside Iran’s Arab neighbors to weaken them from the inside. I followed this man closely. No one should mourn his passing.",1/15/2020,Opinion,OpEd,By Thomas L. Friedman,Trump’s Code of Dishonor,Trump’s Code Of Dishonor,Op-Ed,,,
90,Ms. Klobuchar interviews for The New York Times’s endorsement.,1/15/2020,Opinion,Editorial,By The Editorial Board,Amy Klobuchar on Plans vs. Pipe Dreams,NA,Interactive Feature,,,
91,Mr. Yang interviews for the New York Times’ endorsement,1/15/2020,Opinion,Editorial,By The Editorial Board,Andrew Yang Is Listening,NA,Interactive Feature,,,
92,Do you know anyone who has served in the United States Armed Forces? Have you ever considered enlisting?,1/15/2020,The Learning Network,Learning,By Jeremy Engle,Would You Consider Serving in the U.S. Armed Forces?,NA,News,,,
93,"DOVER AIR FORCE BASE, Del. — Vice President Mike Pence traveled to Delaware late Tuesday night to visit with the families of two soldiers killed over the weekend by a roadside bomb in southern Afghanistan.",1/15/2020,U.S.,Washington,By Katie Rogers,Pence Observes Transfer of Remains of 2 Soldiers Killed in Afghanistan,NA,News,,,
94,"WASHINGTON — As a former Army Ranger who served in Iraq and Afghanistan, Representative Jason Crow, who flipped a Republican-held seat in 2018, has quickly emerged in the Democratic caucus as a leading voice on national security. ",1/15/2020,U.S.,Washington,By Catie Edmondson,Jason Crow: Impeachment Manager Who Pressed to Launch Inquiry,Jason Crow,News,,,
95,Six of the candidates vying for the 2020 Democratic presidential nomination took the stage on Tuesday night in Des Moines for their last debate before the Iowa caucuses kick off the primary season in less than three weeks. ,1/15/2020,U.S.,Washington,By The New York Times,Fact-Checking the January Democratic Debate,Fact Check,News,,,
96,The six Democratic presidential candidates who debated Tuesday night in Des Moines agreed on one point: President Trump threw away a nuclear deal that was working and is now recklessly speeding toward war with Iran. ,1/15/2020,U.S.,Politics,By David E. Sanger,The Democrats All Disagree With Trump on Iran. Then It Gets Mushy.,"Candidates Critical of Trump on Iran, but Vague on What They’d Do",News,,,
97,"SACRAMENTO — The body of the man whose death, 7,000 miles away in Iraq, unleashed a geopolitical crisis lies in an unmarked grave below a mound of moist earth, on plot E-233 at the Greater Sacramento Muslim Cemetery. His grieving widow remains behind closed doors. ",1/15/2020,U.S.,National,By Tim Arango and Neil MacFarquhar,Grief and Fear in Sacramento Over a Death That Set the World on Edge,His Death Rattled World And Shook His U.S. City,News,,,
98,"Twitter can’t tell us whether, or how, Tuesday’s CNN/Des Moines Register debate might change voters’ minds. But it can give us the perspectives of some of the people with expertise on primary races: veteran campaign strategists, consultants and analysts.",1/15/2020,U.S.,Politics,By Maggie Astor,Who Won the Debate? Experts Weigh In,NA,News,,,
99,Mr. Buttigieg interviews for The New York Times’s endorsement.,1/16/2020,Opinion,Editorial,By The Editorial Board,Pete Buttigieg Says He’s More Than a Résumé,NA,Interactive Feature,,,
100,Mr. Patrick interviews for The New York Times’ endorsement.,1/16/2020,Opinion,Editorial,By The Editorial Board,Deval Patrick Says the Race Is Just Getting Started,NA,Interactive Feature,,,
101,"The only thing that’s consistent in Argentina is change: Political about-faces happen regularly, and the economy is often in flux. In October, Argentines voted out the right-wing party that had been in power for four years, replacing it with the leftist Frente de Todos, in an election that reflected dissatisfaction with inflation and other economic problems. The residents of Buenos Aires are so used to these kinds of ups and downs, though, that the city continues on, regardless, producing amazing new restaurants; inventing fresh ways to showcase the country’s always-thrilling wine offerings; developing an exceptionally stimulating arts scene; and coming up with creative twists on tradition in everything from aperitifs to bookstores. Visiting Buenos Aires is always filled with new discoveries and beloved stalwarts. ",1/16/2020,Travel,Travel,By Nell McShane Wulfhart,36 Hours in Buenos Aires,Buenos Aires,News,,,
102,"Ms. Pelosi oversees the most diverse caucus in the history of the House of Representatives, which served as a guiding principle in how she chose her team of prosecutors. The group features several lawyers, a former police chief, three women, two African-Americans and one Latina.",1/16/2020,U.S.,Washington,By Noah Weiland,Impeachment Briefing: Meet the Managers,NA,News,,,
103,"KABUL, Afghanistan — The Taliban have offered a brief period of reducing violence in Afghanistan during ongoing negotiations with United States diplomats, three officials familiar with the talks said on Thursday, a concession seen as important to finalizing a preliminary peace deal between the insurgents and the United States to end their 18-year war.",1/16/2020,World,Foreign,By Mujib Mashal and Taimoor Shah,Taliban Offer to Reduce Violence in Afghanistan Ahead of Deal With U.S.,Taliban Offer to Reduce Violence While in Talks With U.S.,News,,,
104,(Want to get this briefing by email? Here’s the sign-up.),1/17/2020,Briefing,NYTNow,By Mike Ives,"Impeachment, Germany, Huawei: Your Friday Briefing",NA,briefing,,,
105,You’re reading this week’s At War newsletter. Sign up here to get it delivered to your inbox every Friday. Email us at atwar@nytimes.com.,1/17/2020,Magazine,Magazine,By John Ismay,An Old Army Myth That Went Unchallenged for Too Long,NA,News,,,
106,Mr. Biden interviews for The New York Times’s endorsement.,1/17/2020,Opinion,Opinion,By The Editorial Board,Joe Biden Says Age Is Just a Number,NA,Interactive Feature,,,
107,"This article is copublished with ProPublica, a nonprofit newsroom that investigates abuses of power.",1/17/2020,Sunday Review,OpEd,"By T. Christian Miller, Megan Rose and Robert Faturechi",Trump Says the U.S. Is Ready for War. Not All His Troops Are So Sure.,"If There’s War, How Ready Is the U.S. to Fight?",News Analysis,,,
108,"DRAIN, Ore. — The first thing I saw when I walked into the viewing room was my husband’s nose. The familiar curve of it extended above the sides of the coffin his mother and I had chosen only days before.",1/18/2020,Opinion,OpEd,By Karie Fugett,War Has Ripple Effects,Soldiers Aren’t the Only Casualties of War,Op-Ed,,,
109,Can a woman be president of the United States?,1/18/2020,Opinion,OpEd,By Maureen Dowd,Starr Chamber: The Sequel,Starr Chamber: The Sequel,Op-Ed,,,
110,"LONDON — There is no such thing, it turns out, as being a part-time royal.",1/19/2020,World,Foreign,By Mark Landler,Harry and Meghan’s Hard Exit,It Seems a Hard Exit  For Harry and Meghan Is Inescapable After All,News,,,
111,"In the quick escalation of tensions and attacks between the United States and Iran this month, each side threw down a gauntlet. Secretary of State Michael Pompeo defined America’s goal as to “confront and contain.” Iran’s rulers said they won’t be satisfied until America leaves the Middle East.",1/20/2020,Opinion,OpEd,By Vali R. Nasr,The Wrong Track for Confronting Iran,NA,Op-Ed,,,
112,"In 2020, both the radical and the realist models warrant serious consideration.",1/20/2020,Opinion,OpEd,By The Editorial Board,Amy Klobuchar and Elizabeth Warren Are Democrats’ Top Choices for President,Amy Klobuchar and Elizabeth Warren Are Democrats’ Top Choices for President,Interactive Feature,,,
113,This article was produced in partnership with the Pulitzer Center on Crisis Reporting.,1/20/2020,U.S.,Washington,By Carol Rosenberg,Psychologist Who Waterboarded for C.I.A. to Testify at Guantánamo,Psychologist Who Used Waterboarding Will Testify at Guantánamo,News,,,
114,"KANDAHAR, Afghanistan — The young poet sat in the barber’s chair, facing a giant mirror on the wall that he could not see.",1/20/2020,World,Foreign,By Mujib Mashal,"His Mother Worked to Find Him Love Despite War, Blindness and Loss","Finding a Bride Despite War, Blindness and Loss",News,,,
